cleaned_text,kfold,target
note expos find school vomit dog cat hous let know later,1,0
shall start hear,1,0
sorri later meet,1,0
ask come,1,0
easi sen select mean good,1,0
respond imma assum asleep imma start shit,1,0
need buy lunch eat maggi mee,1,0
film,1,0
reach home final,1,0
hey free,1,0
sptv new jersey devil detroit red wing play ice hockey correct incorrect end repli end sptv,0,1
notic drive slower idiot drive faster maniac,1,1
freemsg hey video pic fone repli wild txt ill send pic hurri bore work xxx rcvd stopstop,1,1
nigh cant aha,1,0
miss miss khelat kintu opponent miss dhort lage rule great phone receiv qualiti win,1,0
today voda number end select receiv reward match quot claim code standard rat appli,1,1
tri figur suppos coupl differ peopl week set date,1,0
reach home tire come tomorro,1,0
urgent win week free membership prize jackpot txt word claim www dbuk net lccltd pobox ldnwarw,1,1
sorri unsubscrib mob offer packag min term week resubmit request expiri repli themob help info,1,1
win winner foley win ipod excit prize soon eye mobil visit www win,1,1
messag send askin dollar shoul pay,1,0
hold,1,0
cool gentleman treat digniti respect,1,0
urgent mobil number award ukp prize guarante landlin claim valid ppm,1,1
send content page,1,0
stupid auto correct phone,1,0
multipli number independ count decim point divis push decim place like,1,0
fyi parent place south tampa need deal,1,0
wen miss person definit special person special miss touch gdeve,1,0
aptitud class,1,0
reason team budget avail buy unsold player base rate,1,0
come,1,0
hope youaor fun tomorrow love jess,1,0
yup,1,0
dey pay thousad tell,1,0
yeah bare room fuck shoe sorri man later,1,0
late love mum,1,0
guess min,1,0
look build coat want sick hurri home wear coat gym,1,0
custom place,1,0
right sure load work day nasti cough today dri shoot help,1,0
tablet reaction morn,1,0
cant join deni mina deni want time,1,0
know watchin lido,1,0
ask mummi father,1,0
cool shall tip home drop later let town tonight mayb mum,1,0
tri weight tear come heart fall eye rememb stupid friend share bslvyl,1,0
friend use,1,0
hello bore inev think bore tell excit happen,1,0
hmm yeah groov look forward pound special,1,0
cant pick phone right send messag,1,0
messag bring gmw ltd connect,1,1
immedi urgent messag wait,1,1
mobi pub quiz win high street prize know new duchess cornwal txt unsub stop arrow,1,1
wish famili merri happi new year advanc,1,0
sac need carri,1,0
ill obey,1,0
pleas inform applic airtel broadband process success instal happen day,1,0
like xxx pic hot nearli ban,1,1
age abj,1,0
alright head minut text meet,1,0
right brah later,1,0
certainli thing perspect like happen,1,0
noe specifi domain nusstu sch,1,0
boy glad wast night applebe,1,0
nice readi thursday,1,0
secret admir look contact find reveal think special,1,1
rct thnq adrian text rgd vatian,1,1
excel wish right,1,0
way pick tonight,1,0
near kalainar offic thenampet,1,0
guy leav,1,0
huh hyde park mel opp confus best choic den juz,1,0
puriti friendship smile read forward messag smile gud evng musthu,1,0
reach home safe sound liao,1,0
care sleep need learn chang life need convinc wait convers convinc time famili sens respect overemphasis role life,1,0
check,1,0
free polyphon rington text super free poli tone week pobox subscript,1,1
dunno lido time,1,0
work ring thing hous scream brat pull hair love,1,0
wrong phone phone answer assum peopl,1,0
cost,1,0
wyli tampa sarasota,1,0
cool breez bright sun fresh flower twitter bird wait wish goodmorn nice day,1,0
didn nighter persever find cheap apologis advanc sleep isnt,1,0
think far find check googl map place dorm,1,0
mean calcul unit school expens start practic accent import decid year dental school nmde exam,1,0
urgent landlin complementari tenerif holiday cash await collect sae box ppm sender hol offer,1,1
hai priya right doctor,1,0
send score sopha secondari applic school think think appli research cost contact joke ogunrind school expens,1,0
cool littl time soon,1,0
lolnic fish water,1,0
compani good environ terrif food nice,1,0
danc river,1,0
date servic ask contact shi reveal pobox,1,1
time ill tell,1,0
want tell short edg late,1,0
hate didnt accept singl messag,1,0
sure thing big man hockey elect shouldn longer hour,1,0
nah straight bring bud drink actual littl use straight cash,1,0
darlin finish pick meet text number luv kate xxx,1,0
baaaaaaaab wake miss crave need,1,0
dunno lei like dun haf,1,0
wont,1,0
dun believ leh tot tell true thk muz tog believ,1,0
hey babe friend cancel visit,1,0
new textbuddi chat horni guy area free receiv search postcod gaytextbuddi com txt,1,1
simpson movi releas juli band die start film green day blue day red day send,1,1
opinion jada kusruthi lovabl silent spl charact matur stylish simpl repli,1,0
wish wonder week,1,0
gon finish bath good fine night,1,0
gokila talk aha,1,0
aiyo bite pai seh noe scar dun rem die hee better lookin oredi leh,1,0
morn,1,0
horribl eat mac eat forget abt rite long repli thk toot prepar wat shall eat,1,0
small problem auction punj ask tiwari,1,0
yeah,1,0
goodmorn today late pain,1,0
dear voucher holder claim week offer http www tlp expressoff appli stop text txt stop,1,1
wan earli lei outsid wun home earli neva mind,1,0
unnecessarili hostil,1,0
come littl time child afraid dark teenag want stay night,1,1
didnt,1,0
hmm dunno leh mayb bag goigng dat small perfum smth dat,1,0
aaooooright work,1,0
dislik bed,1,0
text banneduk cost textoper gga xxx,1,1
webpag avail,1,0
wait till pick,1,0
sure check happen area,1,0
urgent landlin complimentari tenerif holiday cash await collect sae box ppm,1,1
messag great doctor india drink appi fizz contain cancer caus age,1,0
aight chillin friend room text way,1,0
food,1,0
ask money far,1,0
recognis face,1,0
buy today need meh,1,0
arr birthday today wish oscar,1,0
lar dao lor ask ask fri ask today,1,0
opinion jada kusruthi lovabl silent spl charact matur stylish simpl repli,1,0
regist sinco paye log icicibank com enter urn confirm bewar fraud share disclos urn,1,0
dun haf passport smth like dat juz send email account,1,0
award citi break win summer shop spree txt store skilgm tscswinawk age perwksub,1,1
yiju meet tmr,1,0
hey sit intro pilat kickbox,1,0
wil minut space,1,0
misplac number send text old number wonder hear year best mcat number atlanta friend,1,0
thank rington order refer number mobil charg tone arriv custom servic,1,1
brum thank happi soon,1,0
hey veggi pizza,1,0
time lor,1,0
babe money pick bread milk home,1,0
eye philosophi,1,0
lotta childporn car,1,0
dinner,1,0
text way cup stop work,1,0
sleep tire travel,1,0
yeah tot wan,1,0
freez crave ice fml,1,0
job wipro thing life year,1,0
movi collect car oredi,1,0
yeah lol luckili star role like,1,0
neva worri bout truth coz truth lead heart itao uniqu person like deserv sleep tight morn,1,0
reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve net ticket avail want book ticket tackl,1,0
imma definit need restock thanksgiv let know,1,0
book lesson msg work sth spec membership,1,0
hella money want grand natur adventur galileo littl bite,1,0
huh lesson lei thinkin sch earlier tot parkin kent vale,1,0
babe miiiiiiissssssssss need crave geeee sad babe love,1,0
pain come wors time,1,0
happi come noon,1,0
usual fuck minut respond question,1,0
outta class gon gym,1,0
miss pray inshah allah,1,0
forget ask smth card present lei want write smth sign,1,0
final complet cours,1,0
babe day sip cappuccino think love send kiss sea,1,0
cant close eye vava play umma,1,0
don know account detail ask mom send mom reach,1,0
rington club singl chart mobil week choos qualiti rington messag free charg,1,1
stitch trouser,1,0
hope good day better night,1,0
sunshin hol claim med holiday send stamp self address envelop drink box bray wicklow eir quiz start saturday unsub stop,1,1
finish come pick,1,0
answerin phone actual pretti reason hour sleepi,1,0
love girl offic wonder smile sore,1,0
listen extrem dirti live chat offic right total privaci know sic listen min,1,1
problem yup sch rem correctli,1,0
come peopl,1,0
remain bro bro,1,0
final happen aftr decad beer cheaper petrol gover expect drink drive,1,0
bold,1,0
dunno lei neva,1,0
appoint,1,0
think wil,1,0
nope wait sch daddi,1,0
sunshin quiz wkli win soni dvd player know countri liverpool play mid week txt ansr tyron,1,1
hey glad better hear treat urself digi cam good fab new year coupla,1,0
day great day,1,0
look excus citi,1,0
life style garment account,1,0
hey time drive fri evalu fri,1,0
chat awesom regular person,1,0
urgent landlin complimentari ibiza holiday cash await collect sae box ppm,1,1
lol feel bad use money steak dinner,1,0
gon blake night abl littl earli,1,0
uncl abbey happi new year abiola,1,0
hhahhaahahah rofl wtf nig leonardo room,1,0
hey happi birthday,1,0
like italian food,1,0
dear rubber place,1,0
true passabl high score appli phd year salari life easier,1,0
enjoy shower possess pour love bcoz world lie golden gift love truli,1,0
home,1,0
watch,1,0
donno gene,1,0
min,1,0
love come long leav zaher word happi sad leav miss,1,0
come tampa ffffuuuuuuu,1,0
mum send messag want know actual enjoy rest day,1,0
lol qualiti aint bad aint complain,1,0
hope settl new school year wishin day,1,0
smith wast wan gayl,1,0
cant come search job,1,0
howz person stori,1,0
oki lor sit,1,0
work right,1,0
hmv bonu special pound genuin hmv voucher win answer easi question play send hmv info www percent real com,1,1
urgent import inform user today lucki day find log http www urawinn com fantast surpris await,1,1
cheer messag zogtoriu iaov star phone age decid text,1,0
import inform orang user xxxxxx today lucki day find log http www urawinn com fantast prizeawait,1,1
love hear sundayish,1,0
chikku favourit song,1,0
urgent tri contact weekend draw win prize guarante claim code valid,1,1
love decis feel decid love life simpler magic,1,0
pain word think happi toughest thing earth toughest act happi unspoken pain insid,1,0
tell long finish film,1,0
havent urself jacket,1,0
enufcredeit tocal shall ileav uni yor hous,1,0
sorri man accident leav phone silent night check til,1,0
gon ring weekend wot,1,0
cash balanc current pound maxim cash send meg suit land row wjhl,1,1
okay good problem thanx,1,0
room number wan sure knock right door,1,0
hot horni live local text repli hear strt msg netcollex ltdhelpdesk repli stop end,1,1
parent gettin cash good news pick downstem,1,0
new theori argument win situat lose person dont argu friend kick correct,1,0
free rington repli real,1,1
daddi arrang time wat time fetch mah,1,0
servic inclus text credit goto www comuk net login unsubscrib stop extra charg help box,1,1
happi birthday,1,0
havent waitin usual come sch oredi,1,0
wear,1,0
free week entri textpod chanc win ipod cash txt pod www textpod net custcar,1,1
care understand,1,0
love babe sure alrit idiot txt bak girli,1,0
want funk fone weekli new tone repli tonesu text www rington origin best tone gbp network oper rat appli,1,1
wat peopl dearer happi dat feel meet pain feel miss dem,1,0
know mood today,1,0
thread wishlist section forum ppl post nitro request start page collect,1,0
dint touch,1,0
beauti truth express face depress heart understand love gud,1,0
sorri hurt,1,0
guy kadeem sell break know guy paranoid fuck like sell til late tonight,1,0
want know rule talk earlier week start happen respons week bend rule way way tire thia argument week movi doesnt inlud preview,1,0
gud mrng dear hav nice day,1,0
immedi urgent messag wait,1,1
hey elain today meet,1,0
havent,1,0
phone wan chat set meet cum moro luv jane callsap minmoremobsemspoboxpowa,1,1
messag miss,1,0
nice line break heart plz cum time infront wise trust good,1,0
right appoint right,1,0
wait sir,1,0
famili happi,1,0
know know send chat let find msg rcvd suit land row wjhl ldn year,1,1
problem walk julianaland oblivi thing constantli ear want know upset listen tell upset want surpris mad,1,0
typic repli,1,0
white fudg oreo store,1,0
enjoyin indian yep sall good hehe bout shexi pete,1,0
miss mumha beendrop red wine theplac adress,1,0
lol starv lose pound end day,1,0
cutest girl world,1,0
object come,1,0
yeah leav coupl minut let know,1,0
random saw old roomat campu graduat,1,0
thank hope good day today,1,0
boooo work quit,1,0
mobil month entitl updat latest colour mobil camera free mobil updat free,1,1
buy space invad chanc win orig arcad game consol press game arcad std wap charg game term set purchas,1,1
know wot peopl wear shirt jumper hat belt know cribb,1,0
meet nite tmr,1,0
game,1,0
good wonder wont smile cop long distanc,1,0
spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed logo pic,1,1
freemsg claim messag text use webmobil mat etc join txt com box lawu remov txtx stop,1,1
stay town,1,0
lor bite bore dun home earli sleep today,1,0
congratul week competit draw win prize claim stop ppm,1,1
garden readi summer free select summer bulb seed worth scotsman saturday stop notxt,1,1
yup free,1,0
okay chase dream good,1,0
issu california okay snow manag,1,0
come ago,1,0
come friday leav pongal news work place,1,0
dear chechi talk,1,0
check miss jeremiah great month,1,0
hey hey wereth monkeespeopl monkeyaround howdi gorgeou howu doin foundurself jobyet sausag love jen xxx,1,0
stop suggest stay abl stool,1,0
urgent mobil xxxxxxxxx win bonu caller prize attempt reach asap,1,1
decid peopl care stuff vote care stuff loser,1,0
congrat year special cinema pass suprman matrix starwar etc free dont miss,1,1
easier,1,0
messag responc happend,1,0
guy invit,1,0
send number repli tomorrow morn like,1,0
sister law hope great month hey abiola,1,0
stupid possibl,1,0
buzi,1,0
final match head draw predict,1,0
yeah right bring tape measur fri,1,0
dizzamn aight ask suitem,1,0
know shall speak minut,1,0
know lack particular dramastorm detail worri,1,0
watch footi worri blow phil nevil,1,0
wan win meet greet westlif current tour unbreak untam unkempt text cost std text,1,1
prob send email,1,0
poke man everyday teach canada abi,1,0
delet contact,1,0
gent tri contact weekend draw win prize guarante claim code valid ppm,1,1
shant disturb anymor jia,1,0
want lay tonight want real dog locat send direct mob join largest dog network txting moan nyt eca msg,1,1
japanes proverb indian version let leav final kerala version stop strike,1,0
payment dont sorri want fedex way,1,0
ride bike,1,0
best msg hard person know step foward fall love step ruin friendship good night,1,0
wat like birthday,1,0
peopl dog area join like mind guy arrang aap minapn lsbb,1,1
dinner,1,0
lay man let know miss think great day send bimbo ugo number ill appreci safe,1,0
great trip india bring light project lucki smile bye abiola,1,0
dnt wnt tlk wid,1,0
need lar engin art today,1,0
fine simpli sit,1,0
late websit dont slipper,1,0
congratul award gift voucher free entri weekli draw txt music tnc www ldew com winppmxag,1,1
know know send chat let find msg rcvd suit land row wjhl ldn year,1,1
know need hotel invit apologis cali sweet come english bloke weddin,1,0
tell friend sure want live smoke spend hour beg come smoke,1,0
beauti truth graviti read care heart feel light feel heavi leav goodmorn,1,0
detail want transfer acc,1,0
want,1,0
lunch bore,1,0
later guess needa mcat studi,1,0
win guarante cash prize claim prize custom servic repres,1,1
yar tot know happen long ago,1,0
thank pick trash,1,0
great new offer doubl min doubl txt best orang tariff latest camera phone free mobileupd free stoptxt,1,1
help ask work tmr,1,0
time want come,1,0
congrat nokia video camera phone cost ppm ave min vari mobil close post bcm ldn wcnxx,1,1
messag truro hospit ext phone phone,1,0
doubl min txt month free bluetooth orang avail soni nokia motorola phone mobileupd calloptout ndx,1,1
thk lor dunno ticket wat,1,0
siva hostel aha,1,0
film day sorri,1,0
come karnan car wait till directli goto doctor,1,0
log wat sdrybi,1,0
privat account statement redeem point identifi code expir,1,1
come home half hour,1,0
need kiss miss babi babi eva,1,0
mate hav nice hol messag hello coz havenaot send age start drive stay road rvx,1,0
leav need ask,1,0
oki,1,0
jon pete ive bin spain recent hav sum dinero leav bill aorent mayb interest hav jam,1,0
turn heater heater set degre,1,0
win long time,1,0
today accept day accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,1,0
prof pass paper sem congrat student enna kalaachutaarama prof gud mrng,1,0
true dear sit pray felt time,1,0
fight world easi win lose fightng close dificult lose lose win lose,1,0
urgh coach hot smell chip fat thank especi duvet predict text word,1,0
wesley,1,0
nope market,1,0
sorri later,1,0
ard like dat lor juz meet mrt station dun haf come,1,0
sure drive reach destin soon,1,0
yup,1,0
haha mayb rite know feel like lor faster find gal group attach liao,1,0
fix teeth asap care,1,0
network allow compani bill respons supplier shop guarante sell,1,1
good stuff,1,0
know girl safe selfish know thank good night,1,0
laugh loud talk spontan dont care feel probabl dear best friend goodeven dear,1,0
studi sch home sch later,1,0
secret admir look contact find reveal think special stopsm,1,1
like china noisi,1,0
win guarante award mayb cash claim award free legitimat efreefon number wat think,1,1
wont disturb know avoid burden,1,0
consid wall bunker shit import play peac guess place high matter,1,0
time job tuition,1,0
xma reward wait comput randomli pick loyal mobil custom receiv reward,1,1
work reach consensu meet,1,0
jesu christ bitch tri drug answer fuck phone,1,0
wana,1,0
sleep bag blanket paper phone detail,1,0
good time nice bite differ weekend chang soon,1,0
current food,1,0
fine send greet,1,0
princess want happi,1,0
horribl gal know dat wif yest come ask,1,0
cbe chennai,1,0
movi juz minut decis mah juz watch lar tot interest,1,0
watch,1,0
ask lot term mid,1,0
howz person stori,1,0
think reg pract lesson fling advanc haha wat time,1,0
know jack shit ask help want pretend text respons hypotheticalhuagauahahuagahyuhagga,1,0
privat account statement unredeem bonu point claim identifi code expir,1,1
yeah usual guy town definit peopl know,1,0
phone,1,0
oooh plenti,1,0
think tantrum finish yeah point,1,0
money steve mate,1,0
haha person gon ask,1,0
wat time wan meet later,1,0
home,1,0
use min cast min mob vari servic provid aom gbp month aom box stop age,1,1
date start send text talk sport radio week connect think coincid,1,1
room soon clock til shout realis wahay hour bed,1,0
free msg gnarl barkley crazi rington total free repli messag right,1,1
oper,1,0
mean cant wait bore bridgwat banter,1,0
hiya good day speak weekend,1,0
urgent mobil number award prize guarante land line claim valid,1,1
new voicemail,1,1
dont like,1,0
hello boytoy home constant think love hope nice visit wait till come home kiss,1,0
aight ill coupl minut,1,0
dunno lei eatin wif fren wan eat wait lar,1,0
hey gal drive centr tmr,1,0
pen thing joke wont biro master,1,0
hope great day,1,0
leav lor eat thk,1,0
congratul win winner august prize draw prize code,1,1
lol wtf random btw lunch break,1,0
gon deu,1,0
swhrt dey hope tot day love miss care,1,0
thursday,1,0
nokia tone mob week txt nok tone free txtin tell friend tone repli info,1,1
place town meet excit adult singl txt chat msg,1,1
sorri later meet,1,0
easi pay pay earlier,1,0
need come home good lovin,1,0
hiya sunni africa hope avin good time big old silver big kiss,1,0
rememb dobbi bowl car,1,0
xxxmobilemovieclub use credit click wap link txt messag click http wap xxxmobilemovieclub com qjkgighjjgcbl,1,1
dang mean send lol,1,0
oki scar fat dun wan,1,0
promis good care princess run send pic chanc ttyl,1,0
kothi print marandratha,1,0
grinder,1,0
bahama callfreefon speak live oper claim bahama cruis ofap cash onli opt txt,1,1
know stubborn want hospit tell mark weak sucker hospit weak sucker,1,0
meet lunch,1,0
hey tmr mayb meet yck,1,0
respond,1,0
cool text park,1,0
think think use good,1,0
congrat kano whr treat maga,1,0
tri weekend,1,0
time tri contact win pound prize claim easi min nation rate,1,1
sleep surf,1,0
openin sentenc formal fine juz eatin puttin weight haha anythin special happen,1,0
aathi dear,1,0
reach home minut,1,0
sweet dream,1,0
remind shall,1,0
ticket walsal tue march mate sit ill pay treat want txt bak terri,1,0
wake morn,1,0
home come min,1,0
sexi singl wait text age follow gender wither gay men text age follow,1,1
natalja invit friend repli www nat stop send stop frnd,1,1
mca conform,1,0
darlin missin hope good time time home jess,1,0
goodo speak friday egg potato ratio tortilla need,1,0
tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face joker face,1,0
wat dear sleep,1,0
lunch aha,1,0
sorri later,1,0
car appreci dad map read semi argument apart thing,1,0
dad hurri hell,1,0
lol know awesom phone click delet right want,1,0
kalli readi bat inning,1,0
sure neighbor didnt pick,1,0
cant come search job,1,0
tell drug dealer impati,1,0
wat uniform,1,0
didnt msg sometext miss send,1,0
good day pray remov teeth pain maintain stuff,1,0
lol need cash nitro hurri come crash,1,0
yup coffe wif fren fren drive lift,1,0
think smart win week weekli quiz text play winnersclub box gbp week,1,1
sorri roommat forev come,1,0
think wait inform,1,0
chanc win cash txt play www music trivia net custcar,1,1
mean epi fine,1,0
good trip watch rememb decid easter,1,0
problem let know,1,0
know god creat gap finger come fill gap hold hand love,1,0
hey angri repli,1,0
come tomorrow,1,0
subscrib textcomp wkli comp free question follow subsequ charg msg unsubscrib txt stop custcar,1,1
lar,1,0
news hassl weed week andr money haughaighgtujhyguj,1,0
watch lor funni bluff wat izzit thk imposs,1,0
inperialmus listeningth weirdest track byaoleafcutt johnao sound like insect molest plumb remix evil men acid,1,0
adult learn experi real danger dont like peep drug dont need comment,1,0
ranjith cal drpd deeraj deepak min hold,1,0
let snow let snow kind weather bring ppl friendship grow,1,0
bite smile hppnss drop tear sorrow heart life heart like wil care forevr goodfriend,1,0
time tonight cool text,1,0
gloucesterroad uup later,1,0
england macedonia dont miss goal team news txt nation team england tri wale scotland txt poboxoxwwq,1,1
esplanad mind lift car today,1,0
drive rain catch mrt station lor,1,0
privat account statement unredeem bonu point claim identifi code expir,1,1
dunno lei thk mum lazi neva ask,1,0
aight close,1,0
wish great semest,1,0
plumber tape wrench borrow,1,0
yeah tri scroung,1,0
miss dear brother day,1,0
tyler leav long like hour,1,0
staff scienc edu phyhcmk teach,1,0
hey mate speak mag peopl deliv end month deliv sept talk later,1,0
drop tank,1,0
sorri later meet thing relat trade arul,1,0
better catch let ask sell,1,0
way transport problemat sit night way want ask join bday feel free need know definit book fri,1,0
beauti tomorrow come come today hunt beauti tomorrow wast wonder today goodmorn,1,0
let know contact settl room let know,1,0
puriti friendship smile read forward messag smile gud evng musthu,1,0
konw waht rael friendship gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog sitll yuo wihtuot ayn mitsak goodnight nice sleep sweet dream,1,0
jesu armand tri tell everybodi find,1,0
text doesnt repli let know log,1,0
alright good night,1,0
custom place,1,0
lesson sch,1,0
urgent mobil win bonu caller prize attempt reach asap boxnqp ppm,1,1
urgent tri contact weekend draw win prize guarante claim code valid hour,1,1
train process,1,0
aight lem know,1,0
free tone hope enjoy new content text stop unsubscrib help provid tonesy,1,1
dear urgnt know problem want work problem tell wate repli,1,0
minut think btw alibi cut hair time,1,0
sound like talent like dinner date week,1,0
swt think nver tire littl thing lovabl person coz somtim littl thing occupi biggest heart gud,1,0
choos receiv award claim number collect award select receiv valu mobil custom,1,1
shadow earli spring yay,1,0
help tell ashley cant find number,1,0
ride equal unev peski cyclist time night,1,0
play day year know good team like india,1,0
like second,1,0
download rington like restrict choos send buddi txt sir,1,1
leav,1,0
hey book pilat yoga lesson haha,1,0
dot,1,0
mysteri solv open email send batch sweeti,1,0
wat happen cruis thing,1,0
speak maneesha like know satisfi experi repli toll free,1,0
sure stomach,1,0
havenaot lose ill didnaot intend hurt know felt iwa marin thatao itriedtel urmom careabout,1,0
true lov care wil nevr unrecogn somon mistak valu definitli undrstnd start miss,1,0
reg ciao,1,0
sir wait letter,1,0
think ill oreo truffl,1,0
pin,1,0
cashbin lot cash weekend www cashbin dear welcom weekend biggest best cash away,1,1
dun believ wat,1,0
email address chang,1,0
eat old airport road oredi lot pple,1,0
sorri later meet,1,0
revers cheat mathemat,1,0
sure tri xavier smoke want smoke tell smoke,1,0
ill min look,1,0
pay outstand commerci hasbro august jump hoop pay,1,0
germani penc minut fix line access number prepay direct access www telediscount,1,1
congrat year special cinema pass suprman matrix starwar etc free dont miss,1,1
wake wat pick later rite reach ard smth like dat check arriv time soon,1,0
prob,1,0
problem,1,0
toshiba porteg,1,0
dinner soon,1,0
busi come point figur tomorrow,1,0
hep immunis nigeria,1,0
happi,1,0
love holiday monday feel dentist hour,1,0
fast asleep dear care,1,0
swing bite thing care firsg,1,0
free entri wkli comp win cup final tkt text receiv entri question std txt rate appli,1,1
good morn princess,1,0
treat,1,0
tri contact respons offer new nokia fone camcord hit repli deliveri,1,1
sleep hope meet,1,0
dollar loan pay mid februari,1,0
secret admir look contact find reveal think special,1,1
heart remembr forget soon bcoz heart like like rememb everytim bslvyl,1,0
avail work place,1,0
lor shop stuff wan watch infern affair come lar,1,0
hous maid murder coz man murder januari public holiday govt instituit close includ post offic understand,1,0
fffff text kadeem far,1,0
wont tri sort hous,1,0
conact date servic enter phone fanci find landlin poboxntf,1,1
alright hook guy,1,0
gon head usf like minut,1,0
captain vijaykanth comedi captain drunken,1,0
kay,1,0
text time,1,0
sell ton coin sell coin paypal voila money life pocket,1,0
check,1,0
cool fun practic babi,1,0
aathi dear,1,0
dice art class thank idea time come tomorrow,1,0
saw day ago guy want sell wifi blank,1,0
hey look like wrong kappa guy number phone want text,1,0
good sir salam wahleykkum share happi news grace god offer tayseer tissco join hope fine inshah allah meet sometim rakhesh visitor india,1,0
sound great home,1,0
hiya like hlday pic look horribl camp amrca thing speak soon serena,1,0
smsservic yourinclus text credit goto www comuk net login qxj unsubscrib stop extra charg help comuk,1,1
yeah list joanna feel anti social,1,0
mth half price orang line rental latest camera phone free phone mth mobilesdirect free updat orstoptxt,1,1
apo mokka player,1,0
hey thk juz accordin wat discuss yest lor sun lesson attend sit,1,0
send comprehens mail pay,1,0
weather,1,0
sppok mob halloween collect nokia logo pic messag plu free eeri tone txt card spook,1,1
fair,1,0
hey guy know breath neck bud abl half track usf tonight,1,0
class earli tomorrow tri smoke,1,0
urgent tri contact today draw win prize guarante land line claim validhr,1,1
dear saw dear happi batteri low,1,0
darlin kate doin somethin tonight pub swan parent drink phone,1,0
yesterday cbe,1,0
wat,1,0
jason cool pick place like hour,1,0
wat time finish,1,0
believ attach day know best babe teach class midnight,1,0
gonnamissu send postcard butther abouta chanc merememberin asther ofsi breakin contract luv yaxx,1,0
bangbab order way receiv servic msg download content goto wap bangb mobil internet servic menu,1,1
excel think misundrstud frnd knw hate day wen knw truth hate urself,1,0
abl sleep,1,0
pete phone jenni colleg leann,1,0
day ship compani way usp week lag bribe nipost stuff,1,0
come pick come immedi aft lesson,1,0
tot ask gua faber yest yest mah today lor,1,0
tell address,1,0
sorri delay master,1,0
watch ajith film,1,0
today colleg abl atten class,1,0
think king hill thing,1,0
stop club tone repli stop mix tone com enjoy html term club tone cost gbp week mfl box,1,1
mind bedroom minut sed sexi mood come minut latr wid cake wife,1,0
dun believ thk tell,1,0
lor earli project meet,1,0
babe chloe smash saturday night great weekend miss visionsm com text stop stop text,1,1
look,1,0
new theori argument win situat lose person dont argu friend kick correct,1,0
like new hous,1,0
tomarrow want court decim come stand,1,0
chanc win wkli shop spree txt shop www txt shop com custcar,1,1
yeah imagin gentl unlik doc treat patient like turkey,1,0
accordingli repeat text word mobil phone send,1,1
answer question,1,0
updat mth half price orang line rental min mobileupd calloptout,1,1
sexi sexi cum text wet warm readi porn fun msg free recd msg inc vat cancel text stop,1,1
gentl babi soon inch deep insid tight pussi,1,0
shall come pickl,1,0
fret buy ovul test strip send wont til like march send postal address alright okay,1,0
pretti ladi like singl,1,0
hous water dock boat roll newscast dabbl jazz flute wheel,1,0
puriti friendship smile read forward messag smile gud evng,1,0
dont messag offer,1,0
darlin helen fone gon princ nite come love kate,1,0
unintent bad time great finger train play min warn,1,0
bite weird suppos happen good idea sure pub,1,0
india win level seri mean record,1,0
sorri later,1,0
read gud habit nan bari hudgi yorg pataistha ertini kano,1,0
tri month joke,1,0
great disturb talk,1,0
premium phone servic,1,1
camera award sipix digit camera fromm landlin deliveri day,1,1
dont pick import tell hrishi,1,0
yeah sure coupl minut track wallet,1,0
guessin gon,1,0
send logo lover join heart txt love mobno love adam eve yahoo poboxwwq txtno,1,1
yar lor actual fast slow wat haha,1,0
agre stop thinkin ipad ask macho question,1,0
solv case man find murder decim afternoon wife polic polic question wife sir sleep murder place cook cook garden pick veget hous maid post offic children play neighbour marriag polic arrest murder immedi repli reason brilliant,1,0
okay sleep later,1,0
hey feel better hopeso hunni amnow feelin ill ithink tonsolitusaswel damn iam layin bedreal bore lotsof luv xxxx,1,0
hard believ thing like lie think twice,1,0
search happi main sourc unhappi accept life way come find happi moment live,1,0
ron fri leh ding tai feng cant reserv wait lor,1,0
cooki jelli,1,0
gon miss,1,0
great,1,0
radio,1,0
love day fuck morn wake drop cell way stair alright phew miss,1,0
min lunch,1,0
congratul award gift voucher gift guarante freeentri wkli draw music tnc www ldew comwinppmxag,1,1
mistak sorri goto doctor,1,0
hmmm want chang field quickli wan system administr network administr,1,0
urgent import inform user today lucki day find log http www urawinn com fantast surpris await,1,1
plz note mobil ask type disconnect coz attempt terrorist use sim card itz confirmd nokia motorola verifi cnn ibn,1,0
hurri home big butt hang caller food starv ask cook,1,0
pure heart person wonder smile enemi feel guilti enemi catch world smile goodmorn smiley sunday,1,0
stop bootydeli invit friend repli www bootydeli stop send stop frnd,1,1
tonight,1,0
christmassi,1,0
joke tell,1,0
engag fixd month know shock hmm njan vilikkam sudn,1,0
speak custom machan,1,0
pop ask bout tonght wen girl come,1,0
custom servic announc recent tri deliveri unabl schedul ref,1,1
restaur,1,0
come life bring sun shini warm heart constant smile face feel love care,1,0
hello boytoy geeee miss wake wish bed cuddl love,1,0
believ actual taunton wow,1,0
derp wors dude want parti dude file complaint drug abus live,1,0
nope home pump petrol lor like rain soon,1,0
sorri batteri die yeah,1,0
aight dat straight dogg,1,0
